rFactor	fee
987000000000000000	2499342944576407
988000000000000000	2499399472813146
989000000000000000	2499454908799035
990000000000000000	2499509280414725
991000000000000000	2499562614659401
992000000000000000	2499614937683921
993000000000000000	2499666274822514
994000000000000000	2499716650623108
995000000000000000	2499766088876354
996000000000000000	2499814612643417
997000000000000000	2499862244282578
998000000000000000	2499909005474721
999000000000000000	2499954917247754
1000000000000000000	2500000000000000
1001000000000000000	2511622296296296
1002000000000000000	2523156148148148
1003000000000000000	2534602000000000
1004000000000000000	2545960296296296
1005000000000000000	2557231481481481
1006000000000000000	2568416000000000
1007000000000000000	2579514296296296
1008000000000000000	2590526814814814
1009000000000000000	2601454000000000
1010000000000000000	2612296296296296
1011000000000000000	2623054148148148
1012000000000000000	2633728000000000
1013000000000000000	2644318296296296
1014000000000000000	2654825481481481
1015000000000000000	2665250000000000
1016000000000000000	2675592296296296
1017000000000000000	2685852814814814
1018000000000000000	2696032000000000
1019000000000000000	2706130296296296
1020000000000000000	2716148148148148
1021000000000000000	2726086000000000
1022000000000000000	2735944296296296
1023000000000000000	2745723481481481
1024000000000000000	2755424000000000
1025000000000000000	2765046296296296
1026000000000000000	2774590814814814
1027000000000000000	2784058000000000
1028000000000000000	2793448296296296
1029000000000000000	2802762148148148
1030000000000000000	2812000000000000
1031000000000000000	2821162296296296
1032000000000000000	2830249481481481
1033000000000000000	2839262000000000
1034000000000000000	2848200296296296
1035000000000000000	2857064814814814
1036000000000000000	2865856000000000
1037000000000000000	2874574296296296
1038000000000000000	2883220148148148
1039000000000000000	2891794000000000
1040000000000000000	2900296296296296
1041000000000000000	2908727481481481
1042000000000000000	2917088000000000
1043000000000000000	2925378296296296
1044000000000000000	2933598814814814
1045000000000000000	2941750000000000
1046000000000000000	2949832296296296
1047000000000000000	2957846148148148
1048000000000000000	2965792000000000
1049000000000000000	2973670296296296
1050000000000000000	2981481481481481
1051000000000000000	2989226000000000
1052000000000000000	2996904296296296
1053000000000000000	3004516814814814
1054000000000000000	3012064000000000
1055000000000000000	3019546296296296
1056000000000000000	3026964148148148
1057000000000000000	3034318000000000
1058000000000000000	3041608296296296
1059000000000000000	3048835481481481
1060000000000000000	3056000000000000
1061000000000000000	3063102296296296
1062000000000000000	3070142814814814
1063000000000000000	3077122000000000
1064000000000000000	3084040296296296
1065000000000000000	3090898148148148
1066000000000000000	3097696000000000
1067000000000000000	3104434296296296
1068000000000000000	3111113481481481
1069000000000000000	3117734000000000
1070000000000000000	3124296296296296
1071000000000000000	3130800814814814
1072000000000000000	3137248000000000
1073000000000000000	3143638296296296
1074000000000000000	3149972148148148
1075000000000000000	3156250000000000
1076000000000000000	3162472296296296
1077000000000000000	3168639481481481
1078000000000000000	3174752000000000
1079000000000000000	3180810296296296
1080000000000000000	3186814814814814
1081000000000000000	3192766000000000
1082000000000000000	3198664296296296
1083000000000000000	3204510148148148
1084000000000000000	3210304000000000
1085000000000000000	3216046296296296
1086000000000000000	3221737481481481
1087000000000000000	3227378000000000
1088000000000000000	3232968296296296
1089000000000000000	3238508814814814
1090000000000000000	3244000000000000
1091000000000000000	3249442296296296
1092000000000000000	3254836148148148
1093000000000000000	3260182000000000
1094000000000000000	3265480296296296
1095000000000000000	3270731481481481
1096000000000000000	3275936000000000
1097000000000000000	3281094296296296
1098000000000000000	3286206814814814
1099000000000000000	3291274000000000
1100000000000000000	3296296296296296
1101000000000000000	3301274148148148
1102000000000000000	3306208000000000
1103000000000000000	3311098296296296
1104000000000000000	3315945481481481
1105000000000000000	3320750000000000
1106000000000000000	3325512296296296
1107000000000000000	3330232814814814
1108000000000000000	3334912000000000
1109000000000000000	3339550296296296
1110000000000000000	3344148148148148
1111000000000000000	3348706000000000
1112000000000000000	3353224296296296
1113000000000000000	3357703481481481
1114000000000000000	3362144000000000
1115000000000000000	3366546296296296
1116000000000000000	3370910814814814
1117000000000000000	3375238000000000
1118000000000000000	3379528296296296
1119000000000000000	3383782148148148
1120000000000000000	3388000000000000
1121000000000000000	3392182296296296
1122000000000000000	3396329481481481
1123000000000000000	3400442000000000
1124000000000000000	3404520296296296
1125000000000000000	3408564814814814
1126000000000000000	3412576000000000
1127000000000000000	3416554296296296
1128000000000000000	3420500148148148
1129000000000000000	3424414000000000
1130000000000000000	3428296296296296
1131000000000000000	3432147481481481
1132000000000000000	3435968000000000
1133000000000000000	3439758296296296
1134000000000000000	3443518814814814
1135000000000000000	3447250000000000
1136000000000000000	3450952296296296
1137000000000000000	3454626148148148
1138000000000000000	3458272000000000
1139000000000000000	3461890296296296
1140000000000000000	3465481481481481
1141000000000000000	3469046000000000
1142000000000000000	3472584296296296
1143000000000000000	3476096814814814
1144000000000000000	3479584000000000
1145000000000000000	3483046296296296
1146000000000000000	3486484148148148
1147000000000000000	3489898000000000
1148000000000000000	3493288296296296
1149000000000000000	3496655481481481
1150000000000000000	3500000000000000
1151000000000000000	3503322296296296
1152000000000000000	3506622814814814
1153000000000000000	3509902000000000
1154000000000000000	3513160296296296
1155000000000000000	3516398148148148
1156000000000000000	3519616000000000
1157000000000000000	3522814296296296
1158000000000000000	3525993481481481
1159000000000000000	3529154000000000
1160000000000000000	3532296296296296
1161000000000000000	3535420814814814
1162000000000000000	3538528000000000
1163000000000000000	3541618296296296
1164000000000000000	3544692148148148
1165000000000000000	3547750000000000
1166000000000000000	3550792296296296
1167000000000000000	3553819481481481
1168000000000000000	3556832000000000
1169000000000000000	3559830296296296
1170000000000000000	3562814814814814
1171000000000000000	3565786000000000
1172000000000000000	3568744296296296
1173000000000000000	3571690148148148
1174000000000000000	3574624000000000
1175000000000000000	3577546296296296
1176000000000000000	3580457481481481
1177000000000000000	3583358000000000
1178000000000000000	3586248296296296
1179000000000000000	3589128814814814
1180000000000000000	3592000000000000
1181000000000000000	3594862296296296
1182000000000000000	3597716148148148
1183000000000000000	3600562000000000
1184000000000000000	3603400296296296
1185000000000000000	3606231481481481
1186000000000000000	3609056000000000
1187000000000000000	3611874296296296
1188000000000000000	3614686814814814
1189000000000000000	3617494000000000
1190000000000000000	3620296296296296
1191000000000000000	3623094148148148
1192000000000000000	3625888000000000
1193000000000000000	3628678296296296
1194000000000000000	3631465481481481
1195000000000000000	3634250000000000
1196000000000000000	3637032296296296
1197000000000000000	3639812814814814
1198000000000000000	3642592000000000
1199000000000000000	3645370296296296
1200000000000000000	3648148148148148
1201000000000000000	3650925999999999
1202000000000000000	3653704296296296
1203000000000000000	3656483481481481
1204000000000000000	3659263999999999
1205000000000000000	3662046296296296
1206000000000000000	3664830814814814
1207000000000000000	3667617999999999
1208000000000000000	3670408296296296
1209000000000000000	3673202148148148
1210000000000000000	3675999999999999
1211000000000000000	3678802296296296
1212000000000000000	3681609481481481
1213000000000000000	3684421999999999
1214000000000000000	3687240296296296
1215000000000000000	3690064814814814
1216000000000000000	3692895999999999
1217000000000000000	3695734296296296
1218000000000000000	3698580148148148
1219000000000000000	3701433999999999
1220000000000000000	3704296296296296
1221000000000000000	3707167481481481
1222000000000000000	3710047999999999
1223000000000000000	3712938296296296
1224000000000000000	3715838814814814
1225000000000000000	3718749999999999
1226000000000000000	3721672296296296
1227000000000000000	3724606148148148
1228000000000000000	3727551999999999
1229000000000000000	3730510296296296
1230000000000000000	3733481481481481
1231000000000000000	3736465999999999
1232000000000000000	3739464296296296
1233000000000000000	3742476814814814
1234000000000000000	3745503999999999
1235000000000000000	3748546296296296
1236000000000000000	3751604148148148
1237000000000000000	3754677999999999
1238000000000000000	3757768296296296
1239000000000000000	3760875481481481
1240000000000000000	3763999999999999
1241000000000000000	3767142296296296
1242000000000000000	3770302814814814
1243000000000000000	3773481999999999
1244000000000000000	3776680296296296
1245000000000000000	3779898148148148
1246000000000000000	3783135999999999
1247000000000000000	3786394296296296
1248000000000000000	3789673481481481
1249000000000000000	3792973999999999
1250000000000000000	3796296296296296
1251000000000000000	3799640814814814
1252000000000000000	3803007999999999
1253000000000000000	3806398296296296
1254000000000000000	3809812148148148
1255000000000000000	3813249999999999
1256000000000000000	3816712296296296
1257000000000000000	3820199481481481
1258000000000000000	3823711999999999
1259000000000000000	3827250296296296
1260000000000000000	3830814814814814
1261000000000000000	3834405999999999
1262000000000000000	3838024296296296
1263000000000000000	3841670148148148
1264000000000000000	3845343999999999
1265000000000000000	3849046296296296
1266000000000000000	3852777481481481
1267000000000000000	3856537999999999
1268000000000000000	3860328296296296
1269000000000000000	3864148814814814
1270000000000000000	3867999999999999
1271000000000000000	3871882296296296
1272000000000000000	3875796148148148
1273000000000000000	3879741999999999
1274000000000000000	3883720296296296
1275000000000000000	3887731481481481
1276000000000000000	3891775999999999
1277000000000000000	3895854296296296
1278000000000000000	3899966814814814
1279000000000000000	3904113999999999
1280000000000000000	3908296296296296
1281000000000000000	3912514148148148
1282000000000000000	3916767999999999
1283000000000000000	3921058296296296
1284000000000000000	3925385481481481
1285000000000000000	3929749999999999
1286000000000000000	3934152296296296
1287000000000000000	3938592814814814
1288000000000000000	3943071999999999
1289000000000000000	3947590296296296
1290000000000000000	3952148148148148
1291000000000000000	3956745999999999
1292000000000000000	3961384296296296
1293000000000000000	3966063481481481
1294000000000000000	3970783999999999
1295000000000000000	3975546296296296
1296000000000000000	3980350814814814
1297000000000000000	3985197999999999
1298000000000000000	3990088296296296
1299000000000000000	3995022148148148
1300000000000000000	3999999999999999
1301000000000000000	4005022296296296
1302000000000000000	4010089481481481
1303000000000000000	4015201999999999
1304000000000000000	4020360296296296
1305000000000000000	4025564814814814
1306000000000000000	4030815999999999
1307000000000000000	4036114296296296
1308000000000000000	4041460148148148
1309000000000000000	4046853999999999
1310000000000000000	4052296296296296
1311000000000000000	4057787481481481
1312000000000000000	4063327999999999
1313000000000000000	4068918296296296
1314000000000000000	4074558814814814
1315000000000000000	4080249999999999
1316000000000000000	4085992296296296
1317000000000000000	4091786148148148
1318000000000000000	4097631999999999
1319000000000000000	4103530296296296
1320000000000000000	4109481481481481
1321000000000000000	4115485999999999
1322000000000000000	4121544296296296
1323000000000000000	4127656814814814
1324000000000000000	4133823999999999
1325000000000000000	4140046296296296
1326000000000000000	4146324148148148
1327000000000000000	4152657999999999
1328000000000000000	4159048296296296
1329000000000000000	4165495481481481
1330000000000000000	4171999999999999
1331000000000000000	4178562296296296
1332000000000000000	4185182814814814
1333000000000000000	4191861999999999
1334000000000000000	4198600296296296
1335000000000000000	4205398148148148
1336000000000000000	4212255999999999
1337000000000000000	4219174296296296
1338000000000000000	4226153481481481
1339000000000000000	4233193999999999
1340000000000000000	4240296296296296
1341000000000000000	4247460814814814
1342000000000000000	4254687999999999
1343000000000000000	4261978296296296
1344000000000000000	4269332148148148
1345000000000000000	4276749999999999
1346000000000000000	4284232296296296
1347000000000000000	4291779481481481
1348000000000000000	4299391999999999
1349000000000000000	4307070296296296
1350000000000000000	4314814814814814
1351000000000000000	4322625999999999
1352000000000000000	4330504296296296
1353000000000000000	4338450148148148
1354000000000000000	4346463999999999
1355000000000000000	4354546296296296
1356000000000000000	4362697481481481
1357000000000000000	4370917999999999
1358000000000000000	4379208296296296
1359000000000000000	4387568814814814
1360000000000000000	4395999999999999
1361000000000000000	4404502296296296
1362000000000000000	4413076148148148
1363000000000000000	4421721999999999
1364000000000000000	4430440296296296
1365000000000000000	4439231481481481
1366000000000000000	4448095999999999
1367000000000000000	4457034296296296
1368000000000000000	4466046814814814
1369000000000000000	4475133999999999
1370000000000000000	4484296296296296
1371000000000000000	4493534148148148
1372000000000000000	4502847999999999
1373000000000000000	4512238296296296
1374000000000000000	4521705481481481
1375000000000000000	4531249999999999
1376000000000000000	4540872296296296
1377000000000000000	4550572814814814
1378000000000000000	4560351999999999
1379000000000000000	4570210296296296
1380000000000000000	4580148148148148
1381000000000000000	4590165999999999
1382000000000000000	4600264296296296
1383000000000000000	4610443481481481
1384000000000000000	4620703999999999
1385000000000000000	4631046296296296
1386000000000000000	4641470814814814
1387000000000000000	4651977999999999
1388000000000000000	4662568296296296
1389000000000000000	4673242148148148
1390000000000000000	4683999999999999
1391000000000000000	4694842296296296
1392000000000000000	4705769481481481
1393000000000000000	4716781999999999
1394000000000000000	4727880296296296
1395000000000000000	4739064814814814
1396000000000000000	4750335999999999
1397000000000000000	4761694296296296
1398000000000000000	4773140148148148
1399000000000000000	4784673999999999
1400000000000000000	4796296296296296
1401000000000000000	4808007481481481
1402000000000000000	4819807999999999
1403000000000000000	4831698296296296
1404000000000000000	4843678814814814
1405000000000000000	4855749999999999
1406000000000000000	4867912296296296
1407000000000000000	4880166148148148
1408000000000000000	4892511999999999
1409000000000000000	4904950296296296
1410000000000000000	4917481481481481
1411000000000000000	4930105999999999
1412000000000000000	4942824296296296
1413000000000000000	4955636814814814
1414000000000000000	4968543999999999
1415000000000000000	4981546296296296
1416000000000000000	4994644148148148
1417000000000000000	5007837999999999
1418000000000000000	5021128296296296
1419000000000000000	5034515481481481
1420000000000000000	5047999999999999
1421000000000000000	5061582296296296
1422000000000000000	5075262814814814
1423000000000000000	5089041999999999
1424000000000000000	5102920296296296
1425000000000000000	5116898148148148
1426000000000000000	5130975999999999
1427000000000000000	5145154296296296
1428000000000000000	5159433481481481
1429000000000000000	5173813999999999
1430000000000000000	5188296296296296
1431000000000000000	5202880814814814
1432000000000000000	5217567999999999
1433000000000000000	5232358296296296
1434000000000000000	5247252148148148
1435000000000000000	5262249999999999
1436000000000000000	5277352296296296
1437000000000000000	5292559481481481
1438000000000000000	5307871999999999
1439000000000000000	5323290296296296
1440000000000000000	5338814814814814
1441000000000000000	5354445999999999
1442000000000000000	5370184296296296
1443000000000000000	5386030148148148
1444000000000000000	5401983999999999
1445000000000000000	5418046296296296
1446000000000000000	5434217481481481
1447000000000000000	5450497999999999
1448000000000000000	5466888296296296
1449000000000000000	5483388814814814
1450000000000000000	5499999999999999
1451000000000000000	5516722296296296
1452000000000000000	5533556148148148
1453000000000000000	5550501999999999
1454000000000000000	5567560296296296
1455000000000000000	5584731481481481
1456000000000000000	5602015999999999
1457000000000000000	5619414296296296
1458000000000000000	5636926814814814
1459000000000000000	5654553999999999
1460000000000000000	5672296296296296
1461000000000000000	5690154148148148
1462000000000000000	5708127999999999
1463000000000000000	5726218296296296
1464000000000000000	5744425481481481
1465000000000000000	5762749999999999
1466000000000000000	5781192296296296
1467000000000000000	5799752814814814
1468000000000000000	5818431999999999
1469000000000000000	5837230296296296
1470000000000000000	5856148148148148
1471000000000000000	5875185999999999
1472000000000000000	5894344296296296
1473000000000000000	5913623481481481
1474000000000000000	5933023999999999
1475000000000000000	5952546296296296
1476000000000000000	5972190814814814
1477000000000000000	5991957999999999
1478000000000000000	6000000000000000
1479000000000000000	6000000000000000
1480000000000000000	6000000000000000
1481000000000000000	6000000000000000
1482000000000000000	6000000000000000
1483000000000000000	6000000000000000
1484000000000000000	6000000000000000
1485000000000000000	6000000000000000
1486000000000000000	6000000000000000
1487000000000000000	6000000000000000
1488000000000000000	6000000000000000
1489000000000000000	6000000000000000
1490000000000000000	6000000000000000
1491000000000000000	6000000000000000
1492000000000000000	6000000000000000
1493000000000000000	6000000000000000
1494000000000000000	6000000000000000
1495000000000000000	6000000000000000
1496000000000000000	6000000000000000
1497000000000000000	6000000000000000
1498000000000000000	6000000000000000
1499000000000000000	6000000000000000
1500000000000000000	6000000000000000
1501000000000000000	6000000000000000
1502000000000000000	6000000000000000
1503000000000000000	6000000000000000
1504000000000000000	6000000000000000
1505000000000000000	6000000000000000
1506000000000000000	6000000000000000
1507000000000000000	6000000000000000
1508000000000000000	6000000000000000
1509000000000000000	6000000000000000
1510000000000000000	6000000000000000
1511000000000000000	6000000000000000
1512000000000000000	6000000000000000
1513000000000000000	6000000000000000
1514000000000000000	6000000000000000
1515000000000000000	6000000000000000
1516000000000000000	6000000000000000
1517000000000000000	6000000000000000
1518000000000000000	6000000000000000
1519000000000000000	6000000000000000
1520000000000000000	6000000000000000
1521000000000000000	6000000000000000
1522000000000000000	6000000000000000
1523000000000000000	6000000000000000
1524000000000000000	6000000000000000
1525000000000000000	6000000000000000
1526000000000000000	6000000000000000
1527000000000000000	6000000000000000
1528000000000000000	6000000000000000
1529000000000000000	6000000000000000
1530000000000000000	6000000000000000
1531000000000000000	6000000000000000
1532000000000000000	6000000000000000
1533000000000000000	6000000000000000
1534000000000000000	6000000000000000
1535000000000000000	6000000000000000
1536000000000000000	6000000000000000
1537000000000000000	6000000000000000
1538000000000000000	6000000000000000
1539000000000000000	6000000000000000
1540000000000000000	6000000000000000
1541000000000000000	6000000000000000
1542000000000000000	6000000000000000
1543000000000000000	6000000000000000
1544000000000000000	6000000000000000
1545000000000000000	6000000000000000
1546000000000000000	6000000000000000
1547000000000000000	6000000000000000
1548000000000000000	6000000000000000
1549000000000000000	6000000000000000
1550000000000000000	6000000000000000
1551000000000000000	6000000000000000
1552000000000000000	6000000000000000
1553000000000000000	6000000000000000
1554000000000000000	6000000000000000
1555000000000000000	6000000000000000
1556000000000000000	6000000000000000
1557000000000000000	6000000000000000
1558000000000000000	6000000000000000
1559000000000000000	6000000000000000
1560000000000000000	6000000000000000
1561000000000000000	6000000000000000
1562000000000000000	6000000000000000
1563000000000000000	6000000000000000
1564000000000000000	6000000000000000
1565000000000000000	6000000000000000
1566000000000000000	6000000000000000
1567000000000000000	6000000000000000
1568000000000000000	6000000000000000
1569000000000000000	6000000000000000
1570000000000000000	6000000000000000
1571000000000000000	6000000000000000
1572000000000000000	6000000000000000
1573000000000000000	6000000000000000
1574000000000000000	6000000000000000
1575000000000000000	6000000000000000
1576000000000000000	6000000000000000
1577000000000000000	6000000000000000
1578000000000000000	6000000000000000
1579000000000000000	6000000000000000
1580000000000000000	6000000000000000
1581000000000000000	6000000000000000
1582000000000000000	6000000000000000
1583000000000000000	6000000000000000
1584000000000000000	6000000000000000
1585000000000000000	6000000000000000
1586000000000000000	6000000000000000
1587000000000000000	6000000000000000
1588000000000000000	6000000000000000
1589000000000000000	6000000000000000
1590000000000000000	6000000000000000
1591000000000000000	6000000000000000
1592000000000000000	6000000000000000
1593000000000000000	6000000000000000
1594000000000000000	6000000000000000
1595000000000000000	6000000000000000
1596000000000000000	6000000000000000
1597000000000000000	6000000000000000
1598000000000000000	6000000000000000
1599000000000000000	6000000000000000
1600000000000000000	6000000000000000
1601000000000000000	6000000000000000
1602000000000000000	6000000000000000
1603000000000000000	6000000000000000
1604000000000000000	6000000000000000
1605000000000000000	6000000000000000
1606000000000000000	6000000000000000
1607000000000000000	6000000000000000
1608000000000000000	6000000000000000
1609000000000000000	6000000000000000
1610000000000000000	6000000000000000
1611000000000000000	6000000000000000
1612000000000000000	6000000000000000
1613000000000000000	6000000000000000
1614000000000000000	6000000000000000
1615000000000000000	6000000000000000
1616000000000000000	6000000000000000
1617000000000000000	6000000000000000
1618000000000000000	6000000000000000
1619000000000000000	6000000000000000
1620000000000000000	6000000000000000
1621000000000000000	6000000000000000
1622000000000000000	6000000000000000
1623000000000000000	6000000000000000
1624000000000000000	6000000000000000
1625000000000000000	6000000000000000
1626000000000000000	6000000000000000
1627000000000000000	6000000000000000
1628000000000000000	6000000000000000
1629000000000000000	6000000000000000
1630000000000000000	6000000000000000
1631000000000000000	6000000000000000
1632000000000000000	6000000000000000
1633000000000000000	6000000000000000
1634000000000000000	6000000000000000
1635000000000000000	6000000000000000
1636000000000000000	6000000000000000
1637000000000000000	6000000000000000
1638000000000000000	6000000000000000
1639000000000000000	6000000000000000
1640000000000000000	6000000000000000
1641000000000000000	6000000000000000
1642000000000000000	6000000000000000
1643000000000000000	6000000000000000
1644000000000000000	6000000000000000
1645000000000000000	6000000000000000
1646000000000000000	6000000000000000
1647000000000000000	6000000000000000
1648000000000000000	6000000000000000
1649000000000000000	6000000000000000
1650000000000000000	6000000000000000
1651000000000000000	6000000000000000
1652000000000000000	6000000000000000
1653000000000000000	6000000000000000
1654000000000000000	6000000000000000
1655000000000000000	6000000000000000
1656000000000000000	6000000000000000
1657000000000000000	6000000000000000
1658000000000000000	6000000000000000
1659000000000000000	6000000000000000
1660000000000000000	6000000000000000
1661000000000000000	6000000000000000
1662000000000000000	6000000000000000
1663000000000000000	6000000000000000
1664000000000000000	6000000000000000
1665000000000000000	6000000000000000
1666000000000000000	6000000000000000
1667000000000000000	6000000000000000
1668000000000000000	6000000000000000
1669000000000000000	6000000000000000
1670000000000000000	6000000000000000
1671000000000000000	6000000000000000
1672000000000000000	6000000000000000
1673000000000000000	6000000000000000
1674000000000000000	6000000000000000
1675000000000000000	6000000000000000
1676000000000000000	6000000000000000
1677000000000000000	6000000000000000
1678000000000000000	6000000000000000
1679000000000000000	6000000000000000
1680000000000000000	6000000000000000
1681000000000000000	6000000000000000
1682000000000000000	6000000000000000
1683000000000000000	6000000000000000
1684000000000000000	6000000000000000
1685000000000000000	6000000000000000
1686000000000000000	6000000000000000
1687000000000000000	6000000000000000
1688000000000000000	6000000000000000
1689000000000000000	6000000000000000
1690000000000000000	6000000000000000
1691000000000000000	6000000000000000
1692000000000000000	6000000000000000
1693000000000000000	6000000000000000
1694000000000000000	6000000000000000
1695000000000000000	6000000000000000
1696000000000000000	6000000000000000
1697000000000000000	6000000000000000
1698000000000000000	6000000000000000
1699000000000000000	6000000000000000
1700000000000000000	6000000000000000
1701000000000000000	6000000000000000
1702000000000000000	6000000000000000
1703000000000000000	6000000000000000
1704000000000000000	6000000000000000
1705000000000000000	6000000000000000
1706000000000000000	6000000000000000
1707000000000000000	6000000000000000
1708000000000000000	6000000000000000
1709000000000000000	6000000000000000
1710000000000000000	6000000000000000
1711000000000000000	6000000000000000
1712000000000000000	6000000000000000
1713000000000000000	6000000000000000
1714000000000000000	6000000000000000
1715000000000000000	6000000000000000
1716000000000000000	6000000000000000
1717000000000000000	6000000000000000
1718000000000000000	6000000000000000
1719000000000000000	6000000000000000
1720000000000000000	6000000000000000
1721000000000000000	6000000000000000
1722000000000000000	6000000000000000
1723000000000000000	6000000000000000
1724000000000000000	6000000000000000
1725000000000000000	6000000000000000
1726000000000000000	6000000000000000
1727000000000000000	6000000000000000
1728000000000000000	6000000000000000
1729000000000000000	6000000000000000
1730000000000000000	6000000000000000
1731000000000000000	6000000000000000
1732000000000000000	6000000000000000
1733000000000000000	6000000000000000
1734000000000000000	6000000000000000
1735000000000000000	6000000000000000
1736000000000000000	6000000000000000
1737000000000000000	6000000000000000
1738000000000000000	6000000000000000
1739000000000000000	6000000000000000
1740000000000000000	6000000000000000
1741000000000000000	6000000000000000
1742000000000000000	6000000000000000
1743000000000000000	6000000000000000
1744000000000000000	6000000000000000
1745000000000000000	6000000000000000
1746000000000000000	6000000000000000
1747000000000000000	6000000000000000
1748000000000000000	6000000000000000
1749000000000000000	6000000000000000
1750000000000000000	6000000000000000
1751000000000000000	6000000000000000
1752000000000000000	6000000000000000
1753000000000000000	6000000000000000
1754000000000000000	6000000000000000
1755000000000000000	6000000000000000
1756000000000000000	6000000000000000
1757000000000000000	6000000000000000
1758000000000000000	6000000000000000
1759000000000000000	6000000000000000
1760000000000000000	6000000000000000
1761000000000000000	6000000000000000
1762000000000000000	6000000000000000
1763000000000000000	6000000000000000
1764000000000000000	6000000000000000
1765000000000000000	6000000000000000
1766000000000000000	6000000000000000
1767000000000000000	6000000000000000
1768000000000000000	6000000000000000
1769000000000000000	6000000000000000
1770000000000000000	6000000000000000
1771000000000000000	6000000000000000
1772000000000000000	6000000000000000
1773000000000000000	6000000000000000
1774000000000000000	6000000000000000
1775000000000000000	6000000000000000
1776000000000000000	6000000000000000
1777000000000000000	6000000000000000
1778000000000000000	6000000000000000
1779000000000000000	6000000000000000
1780000000000000000	6000000000000000
1781000000000000000	6000000000000000
1782000000000000000	6000000000000000
1783000000000000000	6000000000000000
1784000000000000000	6000000000000000
1785000000000000000	6000000000000000
1786000000000000000	6000000000000000
1787000000000000000	6000000000000000
1788000000000000000	6000000000000000
1789000000000000000	6000000000000000
1790000000000000000	6000000000000000
1791000000000000000	6000000000000000
1792000000000000000	6000000000000000
1793000000000000000	6000000000000000
1794000000000000000	6000000000000000
1795000000000000000	6000000000000000
1796000000000000000	6000000000000000
1797000000000000000	6000000000000000
1798000000000000000	6000000000000000
1799000000000000000	6000000000000000
1800000000000000000	6000000000000000
1801000000000000000	6000000000000000
1802000000000000000	6000000000000000
1803000000000000000	6000000000000000
1804000000000000000	6000000000000000
1805000000000000000	6000000000000000
1806000000000000000	6000000000000000
1807000000000000000	6000000000000000
1808000000000000000	6000000000000000
1809000000000000000	6000000000000000
1810000000000000000	6000000000000000
1811000000000000000	6000000000000000
1812000000000000000	6000000000000000
1813000000000000000	6000000000000000
1814000000000000000	6000000000000000
1815000000000000000	6000000000000000
1816000000000000000	6000000000000000
1817000000000000000	6000000000000000
1818000000000000000	6000000000000000
1819000000000000000	6000000000000000
1820000000000000000	6000000000000000
1821000000000000000	6000000000000000
1822000000000000000	6000000000000000
1823000000000000000	6000000000000000
1824000000000000000	6000000000000000
1825000000000000000	6000000000000000
1826000000000000000	6000000000000000
1827000000000000000	6000000000000000
1828000000000000000	6000000000000000
1829000000000000000	6000000000000000
1830000000000000000	6000000000000000
1831000000000000000	6000000000000000
1832000000000000000	6000000000000000
1833000000000000000	6000000000000000
1834000000000000000	6000000000000000
1835000000000000000	6000000000000000
1836000000000000000	6000000000000000
1837000000000000000	6000000000000000
1838000000000000000	6000000000000000
1839000000000000000	6000000000000000
1840000000000000000	6000000000000000
1841000000000000000	6000000000000000
1842000000000000000	6000000000000000
1843000000000000000	6000000000000000
1844000000000000000	6000000000000000
1845000000000000000	6000000000000000
1846000000000000000	6000000000000000
1847000000000000000	6000000000000000
1848000000000000000	6000000000000000
1849000000000000000	6000000000000000
1850000000000000000	6000000000000000
1851000000000000000	6000000000000000
1852000000000000000	6000000000000000
1853000000000000000	6000000000000000
1854000000000000000	6000000000000000
1855000000000000000	6000000000000000
1856000000000000000	6000000000000000
1857000000000000000	6000000000000000
1858000000000000000	6000000000000000
1859000000000000000	6000000000000000
1860000000000000000	6000000000000000
1861000000000000000	6000000000000000
1862000000000000000	6000000000000000
1863000000000000000	6000000000000000
1864000000000000000	6000000000000000
1865000000000000000	6000000000000000
1866000000000000000	6000000000000000
1867000000000000000	6000000000000000
1868000000000000000	6000000000000000
1869000000000000000	6000000000000000
1870000000000000000	6000000000000000
1871000000000000000	6000000000000000
1872000000000000000	6000000000000000
1873000000000000000	6000000000000000
1874000000000000000	6000000000000000
1875000000000000000	6000000000000000
1876000000000000000	6000000000000000
1877000000000000000	6000000000000000
1878000000000000000	6000000000000000
1879000000000000000	6000000000000000
1880000000000000000	6000000000000000
1881000000000000000	6000000000000000
1882000000000000000	6000000000000000
1883000000000000000	6000000000000000
1884000000000000000	6000000000000000
1885000000000000000	6000000000000000
1886000000000000000	6000000000000000
1887000000000000000	6000000000000000
1888000000000000000	6000000000000000
1889000000000000000	6000000000000000
1890000000000000000	6000000000000000
1891000000000000000	6000000000000000
1892000000000000000	6000000000000000
1893000000000000000	6000000000000000
1894000000000000000	6000000000000000
1895000000000000000	6000000000000000
1896000000000000000	6000000000000000
1897000000000000000	6000000000000000
1898000000000000000	6000000000000000
1899000000000000000	6000000000000000
1900000000000000000	6000000000000000
1901000000000000000	6000000000000000
1902000000000000000	6000000000000000
1903000000000000000	6000000000000000
1904000000000000000	6000000000000000
1905000000000000000	6000000000000000
1906000000000000000	6000000000000000
1907000000000000000	6000000000000000
1908000000000000000	6000000000000000
1909000000000000000	6000000000000000
1910000000000000000	6000000000000000
1911000000000000000	6000000000000000
1912000000000000000	6000000000000000
1913000000000000000	6000000000000000
1914000000000000000	6000000000000000
1915000000000000000	6000000000000000
1916000000000000000	6000000000000000
1917000000000000000	6000000000000000
1918000000000000000	6000000000000000
1919000000000000000	6000000000000000
